vehicle_id,mileage,engine_temp,tire_pressure,battery_health,oil_level,brake_wear,days_since_last_maintenance,maintenance_status
75,8921.0,74.2,35.2,59.0,38.0,54.7,80,1
16,475.0,87.8,28.8,96.4,57.5,25.7,349,1
8,96030.0,104.0,38.3,62.1,40.0,67.1,140,2
4,44765.0,83.7,33.4,43.2,26.4,95.8,29,2
4,36057.0,111.4,27.8,85.8,52.3,77.0,29,2
56,46785.0,107.0,28.4,82.2,49.9,60.4,265,2
25,38407.0,109.5,32.4,75.9,41.6,99.1,98,2
67,4619.0,76.0,39.4,69.4,43.8,26.5,93,1
96,145730.0,77.0,36.5,41.9,48.8,6.2,210,2
67,33112.0,84.3,32.3,77.5,99.1,3.2,294,1
27,110104.0,95.9,30.1,65.0,82.6,71.1,36,2
93,114389.0,107.4,33.2,73.6,25.7,83.0,88,2
32,139389.0,111.8,36.2,65.8,89.8,63.5,254,2
50,4582.0,105.2,36.8,98.0,70.7,90.5,213,2
61,130807.0,116.4,29.9,76.2,91.2,69.8,13,2
51,79084.0,106.9,35.8,85.0,47.3,37.1,191,2
19,94882.0,85.3,34.9,96.2,57.2,18.1,294,1
21,96671.0,83.3,39.4,75.5,91.7,92.5,181,2
5,122970.0,104.8,39.0,40.7,41.8,10.4,129,2
82,50011.0,79.6,36.8,42.1,93.2,54.3,223,2
92,109958.0,74.6,35.9,82.1,86.3,31.4,42,0
42,79287.0,96.6,29.1,56.7,98.4,27.1,180,2
61,119009.0,111.1,37.7,74.8,45.9,64.6,168,2
22,148582.0,75.1,31.4,52.1,38.9,23.1,263,2
21,30098.0,109.6,29.1,56.2,46.5,91.6,95,2
70,149197.0,110.6,30.8,70.3,96.4,40.6,202,2
1,13472.0,94.1,37.5,98.5,46.6,67.7,320,1
5,348.0,72.9,27.2,77.0,65.2,72.8,334,2
12,6624.0,78.7,31.8,96.2,52.3,68.3,67,0
90,51267.0,105.4,32.4,97.6,51.7,90.3,91,2
46,94936.0,105.6,25.5,52.5,35.5,23.1,265,2
34,10354.0,114.9,27.9,58.7,63.0,8.6,330,2
49,850.0,99.1,37.4,86.2,88.0,5.5,177,0
78,140564.0,76.2,37.5,92.0,24.0,87.8,150,2
90,123289.0,76.1,29.4,71.2,91.1,97.3,316,2
45,121377.0,106.1,38.1,99.6,73.2,30.3,46,1
27,132664.0,79.2,36.6,40.7,69.3,69.4,2,1
73,105005.0,86.4,31.3,58.0,70.1,0.9,102,1
26,15661.0,94.4,36.2,77.4,43.7,18.9,272,1
47,59865.0,71.2,39.4,68.2,53.2,68.9,21,1
86,108472.0,82.4,31.9,47.0,83.9,6.6,115,1
56,42050.0,90.4,28.6,62.1,44.5,46.9,346,1
94,103111.0,84.0,39.1,41.5,57.6,66.3,103,2
63,3675.0,76.8,34.1,78.6,21.6,76.6,258,2
48,45921.0,106.4,26.6,93.6,78.7,45.4,307,1
61,82370.0,110.7,33.6,93.1,53.4,63.0,297,2
81,94813.0,82.9,32.5,82.0,62.0,54.0,129,1
26,86556.0,108.7,37.8,67.9,29.2,5.2,294,2
36,104663.0,89.3,33.0,70.7,99.3,74.3,301,2
1,913.0,95.3,28.8,48.2,44.2,17.2,47,1
8,15141.0,112.8,35.1,60.5,70.8,3.2,26,1
99,130342.0,107.5,33.1,51.3,66.5,45.1,14,2
52,102262.0,110.3,28.5,89.3,82.8,86.6,262,2
79,16940.0,76.8,33.6,94.9,43.5,15.1,364,1
47,126311.0,73.5,37.3,72.2,80.5,1.3,297,1
56,36335.0,114.7,25.4,83.7,50.6,11.0,264,2
86,71739.0,89.4,34.5,47.3,52.9,36.4,360,2
14,21779.0,84.4,30.2,76.5,73.8,58.0,133,1
90,106517.0,106.2,29.4,82.2,82.7,19.3,75,1
28,100028.0,111.8,30.9,67.2,73.3,80.2,29,2
87,31667.0,113.1,30.1,54.6,92.0,75.3,339,2
78,129510.0,85.8,37.5,92.6,42.8,69.6,125,1
88,60196.0,112.6,29.1,84.6,92.0,48.7,83,1
2,43877.0,72.0,36.0,94.0,30.5,36.5,53,0
26,22849.0,72.5,26.4,89.1,72.8,37.6,282,1
14,39925.0,101.2,39.3,99.4,63.8,50.3,339,1
59,3304.0,73.2,34.3,51.5,59.6,7.7,262,1
56,87489.0,86.2,35.6,45.2,44.9,68.2,359,2
7,126335.0,103.6,29.5,60.2,60.3,35.2,221,2
3,82347.0,86.9,31.2,47.7,32.9,22.5,327,2
23,32891.0,79.0,28.4,71.4,49.5,27.8,1,1
18,5050.0,84.1,39.0,78.0,27.9,18.0,305,1
38,32194.0,92.9,32.3,74.7,65.7,90.2,145,1
99,62418.0,93.8,34.5,55.6,27.7,16.9,17,1
15,113942.0,109.2,36.0,94.5,32.8,88.3,15,2
64,28176.0,107.5,30.6,41.3,26.8,57.2,307,2
89,107969.0,92.8,35.8,60.9,50.5,86.7,158,2
28,130040.0,112.3,35.1,83.1,87.4,47.4,339,2
74,68092.0,75.7,35.6,86.0,92.6,92.8,351,1
39,123215.0,82.8,32.3,65.0,25.8,21.1,297,2
57,83199.0,111.4,30.7,41.0,70.8,55.5,208,2
17,95564.0,88.9,28.3,77.1,74.8,12.6,204,1
86,78942.0,119.1,37.4,43.8,62.7,44.7,112,2
90,69476.0,93.3,34.1,46.5,73.4,57.0,177,1
44,35198.0,109.6,31.7,79.0,38.7,60.6,208,2
25,45479.0,90.1,39.2,58.7,59.2,36.6,123,1
17,43496.0,91.2,25.7,60.9,51.3,7.6,14,1
13,84493.0,89.1,37.8,69.2,27.2,65.5,345,2
84,17993.0,106.0,40.0,98.7,70.0,48.8,297,1
25,137519.0,97.4,38.3,97.9,59.6,13.7,44,1
68,108098.0,117.2,37.2,65.0,42.0,93.6,93,2
10,60217.0,82.5,30.6,55.9,57.9,95.6,106,2
67,23794.0,75.0,28.5,58.2,82.0,85.7,277,2
18,132299.0,89.7,36.0,56.1,84.1,84.4,127,2
86,123567.0,100.8,29.6,71.9,72.0,9.9,37,1
34,108258.0,113.0,27.6,76.4,57.4,99.3,96,2
8,40732.0,87.3,36.8,69.3,66.1,40.0,197,1
40,60367.0,102.7,29.7,64.5,50.8,16.3,191,2
83,15412.0,87.5,38.7,52.7,30.1,81.2,356,2
42,28356.0,100.9,37.6,69.0,50.8,22.6,6,1
41,117452.0,114.2,37.7,60.5,62.4,52.6,43,2
6,107256.0,81.6,36.6,72.5,67.9,12.8,331,1
52,89023.0,90.2,38.2,80.5,94.9,47.5,6,0
26,134359.0,119.7,37.1,78.0,82.2,55.8,193,2
64,87490.0,113.4,34.0,67.7,32.2,44.6,315,2
98,70045.0,98.2,29.4,73.4,33.9,6.9,0,2
59,51056.0,95.8,38.3,57.1,28.0,48.5,61,2
56,141067.0,84.2,37.6,41.5,79.1,46.9,342,2
59,12407.0,95.9,32.1,77.5,76.5,26.2,88,0
70,139633.0,112.4,25.6,55.2,98.9,92.2,17,2
33,124007.0,104.3,34.6,80.1,61.8,41.8,107,1
53,19489.0,84.5,25.8,84.8,86.1,86.4,134,1
22,84748.0,80.1,38.9,95.0,66.1,11.0,309,1
21,129982.0,83.3,39.4,97.5,89.9,31.9,66,0
70,85771.0,78.5,27.8,40.6,77.7,17.6,92,1
70,136080.0,74.8,35.1,99.4,71.4,40.8,137,1
4,141448.0,91.0,26.4,81.0,65.2,11.2,188,1
94,63358.0,75.7,35.9,78.6,77.8,44.1,58,0
75,56597.0,78.6,30.2,40.9,53.6,35.4,186,2
62,140448.0,97.4,35.2,91.7,27.7,22.3,234,2
62,101271.0,78.2,30.6,48.7,23.2,64.2,68,2
94,17403.0,73.2,27.2,90.2,58.3,95.1,97,1
95,6344.0,85.9,31.1,40.9,67.9,20.7,7,0
24,84694.0,81.0,26.7,78.8,26.3,71.2,310,2
55,139526.0,95.8,33.7,66.1,43.0,74.2,133,2
9,126637.0,75.1,25.6,52.0,45.8,49.8,55,2
3,101377.0,107.6,32.9,46.5,65.0,89.8,359,2
31,20867.0,115.3,38.3,66.4,42.3,96.6,113,2
40,38135.0,107.2,37.6,47.4,27.7,36.2,87,2
36,131327.0,96.6,38.2,69.2,33.2,65.1,137,2
24,27421.0,113.0,38.8,77.5,33.9,66.2,107,2
95,41766.0,104.7,26.6,89.6,87.4,40.4,22,0
6,19440.0,70.5,26.9,80.7,42.7,31.7,143,1
66,101416.0,89.7,33.4,43.9,77.2,93.4,356,2
84,141597.0,112.5,38.4,58.4,65.4,79.0,143,2
92,40345.0,87.3,39.6,57.3,98.2,11.4,55,0
75,71311.0,71.8,25.7,94.9,41.8,12.0,107,1
4,95151.0,107.3,30.3,92.1,32.7,92.3,350,2
79,149920.0,110.1,28.2,62.2,24.2,8.1,5,2
6,15721.0,78.0,36.3,44.3,39.3,68.8,29,1
94,74786.0,96.9,34.6,93.6,74.7,22.7,306,1
51,57768.0,79.6,26.8,93.3,26.8,3.5,361,2
62,129873.0,106.0,32.3,91.3,39.6,6.0,344,2
57,71395.0,83.6,35.3,90.7,88.4,37.4,126,0
66,16647.0,85.8,36.7,68.8,66.6,7.8,301,1
79,95164.0,112.2,25.3,50.6,25.6,59.7,120,2
75,115617.0,93.8,38.4,68.6,23.8,64.7,98,2
8,432.0,103.5,33.5,69.7,24.9,37.3,165,1
26,128844.0,90.1,37.2,69.4,95.4,74.3,324,2
51,27903.0,84.9,37.1,72.3,88.0,49.0,318,1
45,82810.0,101.3,27.8,55.5,87.6,43.0,240,2
44,62370.0,77.7,26.7,62.0,93.9,40.7,49,1
5,107948.0,88.6,35.8,66.1,60.4,43.1,267,1
70,55674.0,80.5,27.3,47.9,39.8,96.8,324,2
26,130464.0,104.8,37.7,67.3,52.1,68.1,72,2
68,109574.0,117.2,35.9,88.6,77.5,31.5,299,2
19,97157.0,119.8,37.6,89.7,90.1,73.4,51,1
84,119436.0,92.5,29.5,64.7,54.8,33.0,264,2
97,113103.0,82.6,29.7,71.1,62.8,12.6,226,2
20,5391.0,92.1,35.1,42.0,94.5,47.5,192,1
12,59210.0,112.4,25.5,80.5,28.6,75.1,238,2
47,139621.0,80.3,35.9,64.3,89.0,37.8,9,1
1,18859.0,117.6,37.5,66.7,32.7,86.9,301,2
90,110564.0,87.1,31.2,92.4,58.7,38.7,358,1
14,146189.0,119.3,36.5,67.7,37.5,35.0,227,2
64,7830.0,111.9,27.6,41.3,68.2,99.8,292,2
38,102329.0,110.4,29.8,53.6,64.7,48.2,51,2
37,70223.0,85.9,39.6,68.5,50.4,80.5,239,2
11,86876.0,70.4,39.8,65.5,89.1,80.5,98,1
77,12801.0,89.1,32.7,91.6,72.8,92.6,80,0
3,6451.0,85.1,39.0,72.5,77.7,8.5,12,0
33,100030.0,71.9,32.8,81.4,32.1,27.1,356,2
6,123496.0,95.3,29.4,68.2,90.7,76.8,127,2
50,117302.0,90.2,29.0,66.4,33.4,56.3,303,2
10,81571.0,101.7,38.9,66.8,37.8,56.0,10,2
5,14980.0,101.1,27.6,64.7,30.2,16.6,80,1
23,103207.0,76.0,33.7,72.3,55.2,28.1,260,2
10,36283.0,118.8,33.3,55.0,91.0,52.1,5,1
44,136660.0,79.3,36.1,93.5,40.2,27.7,221,1
2,125740.0,92.3,32.5,60.0,49.9,21.0,297,2
13,106407.0,94.4,29.1,48.9,87.7,8.8,80,1
40,142327.0,110.7,27.5,45.8,69.4,15.6,2,2
2,4713.0,75.0,34.3,40.8,80.1,76.9,59,1
84,110430.0,91.4,35.8,65.4,37.1,71.9,220,2
65,49536.0,101.4,33.5,51.3,77.3,4.6,348,1
63,135910.0,80.8,36.1,41.3,38.2,20.3,48,2
73,40001.0,101.4,27.1,71.2,99.0,56.0,227,2
17,108728.0,116.2,38.2,80.8,64.8,32.3,289,2
9,131647.0,119.9,33.7,45.1,75.7,82.3,292,2
75,6249.0,71.6,26.9,67.7,29.5,78.5,297,2
15,59647.0,81.8,31.9,84.6,40.1,89.2,192,2
24,114346.0,85.5,37.7,99.1,31.2,56.3,256,2
38,68238.0,90.0,38.5,80.0,51.2,35.2,102,1
35,40088.0,82.1,29.0,54.7,42.7,60.6,145,2
94,32971.0,80.2,35.7,83.0,78.6,8.9,289,0
95,19728.0,117.7,26.5,75.9,28.7,1.0,256,2
49,128569.0,115.9,25.5,52.7,80.2,1.7,308,2
69,86303.0,72.3,33.4,91.1,23.7,40.8,277,1
62,11458.0,86.9,35.4,65.6,36.2,22.8,188,1
60,57387.0,90.3,36.9,97.7,83.4,15.7,177,0
50,55160.0,82.0,30.1,83.4,79.4,61.5,15,0
78,27261.0,101.4,25.1,78.7,58.1,99.5,85,2
75,65326.0,102.0,32.2,83.7,24.0,17.8,247,2
9,49815.0,112.5,25.2,68.7,68.8,54.6,216,2
34,51271.0,107.0,26.4,70.3,52.5,12.0,41,2
76,110854.0,97.1,29.9,91.1,45.3,93.4,193,2
99,33490.0,102.7,31.6,80.9,71.2,29.2,326,1
35,96279.0,83.7,29.2,93.8,54.9,87.8,162,2
1,85597.0,99.7,33.7,93.4,27.4,28.3,275,2
40,85214.0,94.5,25.8,98.6,93.3,80.6,363,2
64,99451.0,76.7,27.2,82.0,82.3,20.9,129,1
22,82257.0,82.1,35.4,70.1,24.5,29.3,262,2
60,131888.0,84.6,27.1,50.0,62.0,19.2,176,2
64,101337.0,116.2,34.6,82.3,26.7,26.4,264,2
93,82044.0,81.5,25.8,57.5,87.0,83.5,26,2
72,124464.0,84.5,31.1,57.0,69.0,63.9,84,1
11,90922.0,88.5,27.7,54.3,33.8,40.6,195,2
14,43672.0,103.2,26.6,92.5,21.7,97.2,315,2
60,31064.0,75.9,33.5,92.1,22.5,46.5,242,1
30,22849.0,117.7,38.9,77.9,60.6,97.0,341,2
35,134918.0,113.3,25.8,68.4,78.7,19.7,176,2
85,106520.0,98.9,31.3,80.3,29.7,90.5,129,2
37,140607.0,103.7,35.6,76.4,37.7,1.4,144,2
5,90494.0,70.8,31.9,64.9,46.2,54.5,82,1
83,71010.0,86.9,37.1,62.8,37.4,42.3,359,2
78,8957.0,109.8,27.7,63.0,51.3,52.5,87,2
26,100746.0,73.9,39.4,75.3,64.8,55.3,19,1
62,87331.0,84.1,30.8,78.9,74.8,38.9,229,1
4,148531.0,99.3,30.1,67.1,97.1,99.8,125,2
89,35874.0,82.8,38.1,98.1,94.5,97.7,353,1
42,79611.0,116.7,33.5,45.0,65.6,96.2,50,2
89,97644.0,76.6,32.7,60.8,78.7,97.9,87,1
18,96689.0,109.9,35.9,65.1,96.1,79.3,169,2
40,84194.0,95.4,33.7,41.0,26.7,98.9,62,2
72,116539.0,107.5,27.4,61.9,20.5,89.2,88,2
39,30747.0,85.5,35.1,56.4,22.4,41.6,188,2
14,108844.0,95.7,27.0,70.4,65.1,78.5,189,2
32,92960.0,112.8,37.1,60.2,81.0,91.2,88,2
51,134411.0,93.3,39.8,83.6,49.4,71.3,347,2
38,127079.0,88.0,30.7,70.6,63.6,42.3,331,1
97,47272.0,96.8,31.7,47.8,61.3,6.6,25,1
23,41436.0,105.9,25.7,85.0,27.6,81.0,175,2
63,147248.0,92.2,25.2,46.0,45.7,95.3,363,2
15,79090.0,116.9,38.8,90.3,21.6,36.2,263,2
97,135963.0,84.7,26.9,95.9,28.9,15.2,41,1
25,24582.0,93.8,31.7,59.3,84.9,32.7,118,1
17,96423.0,107.8,37.2,95.6,86.4,58.3,168,1
97,121479.0,104.5,38.3,87.6,84.2,31.7,107,1
66,142109.0,113.2,32.8,95.3,78.1,61.1,146,2
78,50601.0,119.8,33.5,80.0,83.5,96.7,175,2
53,108747.0,91.3,35.0,54.1,73.7,67.1,188,2
51,80822.0,75.6,39.4,93.7,73.6,36.3,159,0
39,9094.0,71.5,34.0,51.1,73.4,93.6,301,2
51,103500.0,106.3,33.4,52.8,61.1,56.6,347,2
70,103514.0,113.7,25.2,56.3,49.1,12.8,73,2
6,139591.0,81.0,26.2,58.3,78.4,49.9,351,2
67,74597.0,77.9,33.7,70.9,43.9,65.4,17,1
7,34538.0,73.1,39.0,82.8,63.4,83.8,139,1
51,6685.0,111.1,38.0,95.6,54.7,93.6,114,2
72,62346.0,85.6,39.7,45.3,42.1,31.7,327,2
42,45288.0,90.1,32.9,97.3,98.0,15.6,224,0
64,114163.0,95.1,36.8,95.3,40.7,7.4,45,1
15,53140.0,112.0,37.6,43.2,44.7,73.8,37,2
29,142361.0,102.5,34.7,61.6,32.9,79.5,205,2
33,144347.0,100.8,30.1,88.8,85.8,40.9,8,1
94,93136.0,78.8,32.0,76.7,66.9,39.6,252,1
27,139299.0,95.7,37.9,86.7,69.0,95.4,107,2
36,114128.0,105.8,29.5,83.1,85.6,91.7,97,2
29,82029.0,118.7,38.9,69.8,47.4,23.3,274,2
38,27046.0,80.1,28.4,42.5,35.5,78.1,70,2
57,68790.0,70.5,36.2,75.1,35.9,62.3,38,1
97,84131.0,73.8,34.5,42.9,78.6,15.4,297,1
27,129594.0,88.8,36.2,76.2,69.1,35.7,89,1
55,72200.0,111.0,31.6,88.0,36.5,17.7,218,2
33,134651.0,70.4,39.0,75.1,31.6,29.5,106,2
68,101152.0,92.8,34.5,99.8,29.7,61.5,95,2
86,20550.0,86.5,29.3,67.4,70.2,37.5,31,0
66,149247.0,72.6,34.6,84.9,20.0,39.4,125,1
10,79085.0,92.5,29.3,80.0,21.5,54.0,146,2
5,58779.0,82.7,29.4,99.5,51.2,8.7,279,1
74,98867.0,87.6,31.0,82.8,75.3,73.9,23,1
97,16334.0,105.3,37.8,49.8,75.6,40.2,208,2
38,95481.0,96.1,32.5,97.3,54.4,48.0,119,1
13,74735.0,76.2,35.2,80.1,75.3,97.4,273,1
31,61001.0,118.1,30.9,43.6,61.7,34.4,139,2
47,142953.0,101.8,29.0,79.5,98.2,64.8,296,2
88,78381.0,108.3,39.3,93.0,33.0,39.3,342,2
52,32868.0,74.0,34.1,74.6,68.1,89.4,81,1
56,68845.0,72.4,39.0,61.2,59.3,84.7,207,2
15,137908.0,71.0,28.1,89.3,35.6,24.2,32,1
29,26414.0,79.4,27.2,87.0,80.0,69.2,23,0
8,32094.0,90.7,37.8,72.7,42.0,6.5,60,0
5,1954.0,116.8,35.2,49.3,50.5,96.3,310,2
29,2129.0,92.9,27.8,55.1,50.0,34.9,188,2
47,124409.0,84.5,29.0,84.3,39.5,83.2,83,2
68,109818.0,98.1,37.0,88.4,54.5,31.8,224,2
76,53256.0,75.6,31.8,56.8,57.9,63.3,167,2
45,104747.0,100.5,35.1,62.1,79.5,98.4,185,2
2,59281.0,98.4,29.8,44.7,81.2,87.7,71,2
27,142935.0,109.6,30.7,82.8,32.7,16.0,73,2
95,145058.0,119.3,39.9,40.2,67.4,54.7,340,2
36,58919.0,82.5,28.7,42.8,91.7,34.9,152,1
36,128133.0,95.5,32.6,40.3,28.7,43.4,95,2
26,115963.0,115.4,37.7,78.7,57.8,33.5,52,2
43,46500.0,109.3,28.6,65.0,80.0,33.6,173,1
27,34806.0,94.4,31.2,57.9,68.9,54.3,109,1
69,68735.0,117.3,34.2,94.8,28.0,19.2,315,2
20,117202.0,72.9,32.2,51.6,51.7,53.7,50,2
11,144025.0,116.5,31.9,63.4,60.6,27.9,252,2
74,114537.0,72.5,30.4,96.4,99.7,28.9,72,0
38,128281.0,97.4,33.8,65.6,34.3,73.9,211,2
6,90460.0,114.5,34.4,73.3,98.6,3.0,211,2
72,125311.0,83.1,34.8,44.8,50.1,38.1,250,2
23,117663.0,93.6,26.1,87.4,36.0,40.8,167,2
47,56548.0,86.2,34.5,65.4,53.1,48.5,262,1
90,82799.0,117.6,39.3,88.0,69.1,66.9,330,2
46,120713.0,111.2,33.1,55.2,37.1,37.0,229,2
12,6909.0,105.5,35.7,65.3,43.3,21.3,238,2
90,121212.0,99.4,33.4,87.2,88.4,88.5,274,2
13,26683.0,111.0,37.8,98.4,99.9,98.1,142,1
62,77203.0,89.6,38.9,43.6,45.5,2.0,69,1
82,121241.0,92.4,27.8,88.7,31.9,54.6,311,2
89,38073.0,106.5,31.6,58.0,83.5,34.2,173,1
97,36871.0,87.9,30.9,73.0,68.0,27.7,335,1
60,60415.0,73.2,31.1,57.4,28.0,33.6,108,2
43,134196.0,73.7,26.9,76.8,95.7,63.9,202,2
76,66.0,75.8,37.2,61.2,26.2,19.1,184,1
68,135207.0,113.5,25.5,60.0,70.0,91.3,290,2
5,23071.0,93.6,32.9,42.3,53.9,46.6,327,1
37,148513.0,105.6,34.9,48.8,64.5,32.6,91,2
72,143227.0,89.6,28.1,95.0,37.1,76.6,258,2
92,74201.0,82.9,38.6,99.9,75.0,1.6,321,1
31,76908.0,87.4,37.6,86.8,96.8,43.2,205,1
9,72232.0,109.7,32.1,57.2,56.7,35.5,51,2
51,95317.0,101.3,31.2,64.1,61.8,33.8,348,1
29,13608.0,116.9,28.5,84.4,39.2,33.7,180,2
78,4893.0,104.0,35.9,98.1,91.3,3.1,302,1
40,8655.0,98.5,27.0,67.3,97.7,15.2,2,1
41,66655.0,100.5,35.2,89.8,82.9,14.2,83,0
86,41332.0,117.1,37.6,98.5,63.4,98.9,213,2
11,93306.0,109.4,28.4,92.4,96.5,2.2,33,1
23,148866.0,71.2,38.0,53.6,32.3,16.7,49,2
1,57948.0,96.7,25.5,40.5,58.3,97.4,288,2
46,86076.0,104.4,38.7,69.5,63.0,62.8,328,2
21,62341.0,107.4,26.8,71.9,59.4,45.1,258,2
90,127091.0,80.7,34.7,52.1,84.2,7.9,257,2
36,135335.0,113.4,28.8,57.1,73.6,67.0,271,2
54,131603.0,117.8,37.5,85.9,30.1,13.8,181,2
87,146156.0,81.8,32.7,68.2,47.7,67.1,32,1
57,4128.0,114.1,27.0,59.0,47.1,97.9,264,2
1,125972.0,74.8,33.6,77.4,65.3,53.2,312,2
63,112766.0,72.8,31.1,79.2,43.3,21.4,39,1
54,34304.0,76.5,34.9,86.2,29.4,62.5,307,1
55,143448.0,72.9,38.2,49.4,72.3,51.3,209,2
40,22227.0,112.3,31.1,84.5,88.1,53.3,271,1
15,101932.0,73.0,29.3,76.0,94.5,47.8,135,1
21,33734.0,83.6,25.2,43.5,97.8,67.4,86,1
47,64707.0,75.2,33.6,86.6,82.5,57.2,59,0
73,107874.0,84.8,31.0,63.0,31.2,98.7,163,2
53,84499.0,74.5,30.6,59.8,88.2,82.6,2,1
9,64125.0,103.4,27.7,66.9,52.0,26.5,14,1
74,48951.0,76.7,31.5,60.8,78.4,72.6,101,1
52,125949.0,112.6,39.8,60.3,62.5,21.4,254,2
57,21572.0,110.9,29.5,88.5,86.3,78.2,224,2
26,64515.0,70.7,34.0,47.5,54.0,14.8,209,2
41,135564.0,114.8,36.6,98.2,24.9,47.4,22,2
35,126877.0,71.4,36.2,73.3,64.5,79.1,234,2
63,60141.0,82.0,29.9,51.0,33.7,28.0,130,2
25,114466.0,71.6,34.2,47.9,97.2,83.7,157,2
90,123474.0,86.8,38.1,75.5,62.2,64.4,172,1
75,133333.0,95.7,25.2,78.0,64.3,39.8,16,1
38,81676.0,109.8,31.5,43.2,92.6,42.3,313,2
2,30669.0,86.9,28.4,54.6,70.0,92.6,184,2
7,38296.0,105.3,30.8,87.7,44.2,21.8,333,1
82,44354.0,79.4,31.2,43.0,43.7,69.3,183,2
91,89070.0,107.5,36.2,91.3,60.1,70.7,142,2
34,4921.0,81.8,26.4,79.5,89.3,92.2,43,1
91,95406.0,77.2,32.7,66.1,83.6,71.3,11,1
17,54653.0,79.3,33.5,60.8,97.0,58.4,7,1
43,44286.0,79.1,32.4,41.2,25.8,90.3,79,2
59,131924.0,95.6,36.0,89.5,41.5,82.9,296,2
51,69000.0,112.2,30.8,48.6,26.4,71.7,161,2
54,14258.0,74.0,39.2,58.6,80.1,3.3,301,1
24,124012.0,105.3,32.2,74.1,31.3,37.4,215,2
25,7146.0,102.7,33.6,54.8,28.0,63.2,247,2
71,109012.0,113.6,37.4,69.8,64.9,52.2,28,2
52,116086.0,82.2,29.1,88.6,52.9,31.9,271,2
70,52890.0,92.5,26.1,68.2,77.2,14.4,132,1
88,123718.0,116.3,35.6,96.9,59.0,55.3,4,2
33,77349.0,103.0,32.2,90.9,54.0,28.6,243,1
49,69494.0,89.4,38.4,60.0,54.0,23.3,29,1
29,6810.0,76.6,39.7,64.0,89.8,39.9,116,0
63,43504.0,83.1,31.0,65.4,51.6,78.5,177,1
22,139651.0,99.1,31.2,77.6,46.7,48.8,260,2
26,58774.0,105.9,31.1,57.2,47.1,21.6,234,2
28,82005.0,76.2,29.9,98.2,35.7,11.7,140,1
85,79803.0,100.0,36.7,76.5,88.9,49.9,304,1
49,88565.0,97.5,36.4,64.0,31.7,79.4,344,2
71,9200.0,95.7,32.2,78.7,92.7,65.3,49,1
81,54326.0,104.5,25.7,63.7,42.7,23.2,269,2
84,108469.0,111.9,29.6,89.1,92.0,43.7,107,2
49,30084.0,86.1,29.4,74.1,83.3,85.5,45,1
20,30537.0,114.5,37.2,42.5,66.6,17.8,81,1
86,1514.0,78.0,26.3,50.6,73.6,53.2,125,1
92,65622.0,78.7,37.1,91.9,46.1,35.6,83,0
63,132410.0,83.3,35.0,73.8,65.9,12.4,289,1
61,7785.0,76.0,36.0,97.0,43.4,5.0,70,0
49,28668.0,81.5,31.5,44.3,52.2,55.6,174,1
71,46513.0,75.3,35.2,57.7,81.2,2.1,315,1
1,109759.0,111.1,34.1,51.6,39.5,10.3,329,2
96,96095.0,76.9,36.5,73.2,87.1,34.8,336,1
13,62392.0,107.4,31.7,63.0,50.1,4.4,353,2
94,113860.0,72.4,32.1,49.4,62.6,40.0,90,1
87,91445.0,117.4,34.7,78.6,95.4,13.0,350,2
51,134406.0,105.6,26.6,72.2,74.5,35.0,248,2
56,122704.0,70.3,31.5,56.5,71.6,79.1,131,2
83,37922.0,108.2,39.6,68.8,76.9,62.6,168,1
62,40716.0,95.7,25.6,84.7,93.4,44.5,59,0
32,18803.0,109.0,29.7,52.3,39.9,9.2,336,2
30,50545.0,96.1,29.7,57.6,69.1,61.9,240,2
29,149932.0,102.1,34.5,60.8,52.0,16.4,189,2
49,60863.0,109.3,26.6,84.8,20.9,7.7,339,2
45,33073.0,90.3,34.4,90.8,30.0,66.4,280,1
93,114372.0,70.1,26.4,62.6,46.0,91.2,231,2
30,81371.0,112.5,26.4,57.8,65.2,46.1,288,2
16,22440.0,89.0,35.9,93.4,90.5,4.1,274,0
40,57103.0,94.8,29.9,100.0,83.3,88.0,312,2
19,62170.0,70.4,39.7,80.2,64.3,6.7,14,0
18,113074.0,94.6,25.6,99.4,25.9,86.8,40,2
1,3101.0,119.3,31.7,79.6,42.9,39.2,207,2
78,40353.0,83.9,26.7,84.0,49.3,36.5,59,0
47,77639.0,89.8,30.3,63.3,69.7,54.3,364,1
66,40327.0,104.4,40.0,66.0,25.2,95.7,239,2
92,94265.0,110.7,38.3,48.6,62.4,89.9,95,2
94,72280.0,90.9,25.7,89.4,92.1,47.0,277,1
38,54257.0,85.5,33.4,95.9,76.4,69.6,159,1
51,142381.0,116.9,34.7,77.4,83.8,58.0,281,2
63,94824.0,103.9,28.1,60.6,74.5,69.3,208,2
4,19491.0,76.0,27.2,49.2,36.5,82.9,132,2
1,84014.0,73.4,38.6,55.9,28.8,3.4,96,2
8,117110.0,94.2,39.5,55.3,86.4,32.6,218,2
29,106273.0,81.0,39.9,76.8,75.6,95.9,70,1
55,25813.0,82.7,36.8,96.7,66.0,94.9,273,1
3,145863.0,113.9,35.0,42.9,35.1,1.1,350,2
32,67322.0,74.5,30.2,40.1,68.3,20.1,133,1
10,23854.0,105.8,27.6,76.0,22.5,99.4,65,2
74,27029.0,83.6,26.2,57.0,29.5,49.3,126,2
83,14735.0,108.0,35.4,92.8,45.0,57.3,204,2
34,120528.0,106.1,36.8,59.6,55.5,16.6,297,2
