customer_id,vehicle_type,seats_needed,is_ev_preferred,distance_km,booking_hour,day_of_week,price_range,vehicle_id
92,Car,7,1,5.48,1,2,2,43
63,Car,7,0,86.06,0,1,1,41
61,Van,2,0,147.02,19,3,1,12
49,Truck,8,1,160.76,1,1,1,28
71,Car,2,0,189.31,8,2,1,46
1,Van,8,0,123.66,8,1,1,12
96,Bike,2,1,54.65,15,0,1,34
13,Car,4,0,185.21,10,1,1,42
94,Car,5,1,156.19,22,5,0,49
87,Van,5,1,117.01,5,0,2,13
51,Truck,7,0,140.65,11,5,0,27
56,Car,4,0,185.24,2,6,2,42
83,Bike,5,1,143.92,11,6,1,32
62,Car,7,0,76.83,22,1,0,47
32,Bike,4,0,144.04,0,0,1,39
30,EV,5,1,12.85,8,0,0,7
29,EV,2,0,80.35,19,6,0,46
49,Bike,8,1,84.23,21,1,1,39
45,Truck,4,0,37.53,5,4,0,21
93,Car,7,0,9.5,10,3,0,46
30,Car,4,0,31.01,2,3,2,49
16,EV,7,1,132.65,3,3,1,3
40,Bike,4,1,161.45,9,0,1,36
19,Car,7,1,197.7,18,6,0,43
18,Car,5,0,72.54,5,3,1,47
1,Truck,2,0,121.88,0,6,2,27
78,Van,5,0,187.74,7,0,2,15
47,EV,2,0,37.57,7,6,1,42
66,EV,5,0,144.94,5,4,1,45
92,Van,5,1,152.22,16,1,2,15
94,Car,4,0,22.35,18,6,1,42
38,Truck,8,1,172.94,0,6,0,23
51,Truck,7,0,163.56,14,1,1,21
63,EV,7,1,11.51,12,0,0,1
4,Truck,7,0,22.76,20,0,2,21
1,Van,2,0,14.58,2,6,1,16
8,Car,7,0,70.27,1,4,2,49
29,Van,7,0,104.31,2,3,1,14
55,Bike,4,0,108.81,8,4,0,38
3,EV,5,0,57.2,15,1,1,42
32,Truck,7,0,182.76,23,1,2,21
10,Bike,8,1,76.81,12,5,0,33
74,Truck,7,1,13.88,18,3,1,21
83,Car,2,1,63.54,17,6,2,46
34,Car,2,0,108.57,20,1,2,49
97,Car,2,1,84.6,11,5,1,45
87,Truck,7,0,58.4,11,0,2,27
55,Bike,4,0,30.61,0,1,0,34
92,Car,8,0,164.74,19,2,1,41
32,Bike,7,0,199.25,7,3,0,33
50,Truck,4,0,69.26,16,5,2,20
7,Bike,4,0,79.42,20,3,2,31
93,Truck,7,0,125.52,19,3,2,23
8,Truck,7,1,145.1,21,2,0,25
65,EV,4,1,81.45,6,4,2,4
57,Truck,4,1,181.46,8,0,1,23
67,Truck,4,1,114.2,16,3,1,29
88,Van,7,0,92.83,9,1,2,19
87,Car,4,1,131.1,3,0,1,41
59,EV,2,1,190.8,21,1,0,9
72,EV,7,0,159.94,6,0,0,49
54,EV,2,0,12.8,6,6,2,47
67,Van,5,1,69.8,7,0,1,17
51,Truck,7,0,96.76,23,5,1,24
97,Car,5,1,66.33,23,1,2,42
92,Bike,4,0,141.54,7,1,0,35
8,Truck,4,0,166.12,15,6,2,28
34,Van,8,0,147.61,11,0,1,17
35,Truck,4,0,197.92,14,3,1,26
96,Truck,5,1,58.15,7,1,2,27
88,Van,4,1,175.62,21,6,0,13
78,EV,7,0,154.49,8,2,0,45
32,EV,4,0,75.62,2,2,2,44
46,Car,8,1,148.15,21,0,1,41
16,Car,4,1,25.29,20,4,0,47
68,EV,5,0,158.92,15,0,2,42
37,Bike,5,0,108.8,14,6,1,34
54,Truck,4,1,62.0,23,0,0,27
85,Bike,5,1,132.88,3,3,0,38
14,Truck,5,0,130.12,19,3,2,28
95,EV,8,0,45.85,15,5,1,44
55,Car,7,1,10.93,9,6,0,41
48,Car,8,1,89.56,10,4,2,46
82,Bike,2,0,116.05,4,6,0,36
7,Car,8,0,175.94,10,6,1,47
74,EV,4,1,186.0,12,4,0,8
7,Bike,7,0,108.12,14,6,1,34
33,Truck,4,0,151.99,5,4,0,20
23,Car,2,0,90.66,15,4,0,43
85,Van,7,0,150.49,14,4,2,13
19,Car,5,1,44.94,10,6,0,42
19,Truck,8,0,77.36,19,6,1,27
36,Bike,4,1,128.67,1,0,2,32
29,Truck,2,0,8.54,1,6,1,24
60,Van,5,0,145.88,11,0,1,11
82,EV,8,0,167.93,15,5,2,45
2,Car,5,1,82.83,18,2,1,45
1,Bike,8,1,92.35,1,2,0,37
47,EV,7,0,171.0,16,5,2,47
69,Truck,5,1,156.25,13,5,0,20
20,Bike,5,1,61.19,23,1,0,34
11,EV,5,1,68.18,15,0,1,2
2,Bike,7,0,137.38,4,4,1,39
67,Van,2,1,114.82,9,1,0,14
87,Van,8,0,36.63,16,3,2,19
12,Car,5,0,65.44,12,0,0,48
20,Car,7,1,180.5,15,6,0,43
5,Van,2,0,139.19,8,5,1,17
37,Bike,8,0,197.26,23,2,1,30
38,Van,7,0,154.57,3,0,0,17
94,Car,8,1,188.69,23,5,0,45
9,Van,5,1,47.16,15,0,1,17
98,Van,2,0,155.44,22,6,0,15
53,Bike,7,1,8.94,10,0,1,32
44,EV,2,0,135.8,6,6,0,47
99,Car,5,0,96.51,16,0,2,44
86,Bike,2,1,72.62,21,3,2,39
24,Van,2,0,173.17,12,2,0,14
81,Van,4,0,171.58,3,0,1,16
74,EV,2,0,9.35,13,5,0,45
30,Car,8,1,123.85,9,3,0,48
59,Car,7,0,76.73,9,1,1,46
87,Truck,4,1,86.05,9,0,0,22
96,Car,7,1,167.25,11,6,1,44
81,EV,7,0,65.42,1,3,0,48
81,Truck,5,1,188.89,22,4,1,29
14,Truck,5,0,40.03,8,1,0,21
9,Van,4,0,134.23,4,2,2,10
40,Van,5,1,136.06,7,0,1,17
66,Car,5,1,54.18,20,0,2,47
25,Truck,5,0,68.33,13,3,1,21
73,Van,7,0,167.79,6,2,1,17
22,EV,4,0,153.55,6,4,1,44
4,Van,7,0,69.17,8,1,1,11
26,Van,8,0,109.12,2,5,0,16
58,Truck,7,0,17.03,13,2,0,26
29,Truck,8,1,45.71,16,0,1,22
98,Bike,2,0,99.74,17,3,0,30
87,EV,2,0,21.76,11,4,1,43
37,Truck,8,1,169.45,21,3,1,21
75,Car,8,1,145.01,13,1,2,43
70,EV,7,0,189.01,12,6,1,47
18,EV,8,0,140.23,13,6,1,41
85,Truck,4,1,188.38,8,2,0,20
42,EV,2,0,113.13,18,3,1,42
41,Truck,2,0,122.04,1,5,1,29
38,Van,8,1,195.51,10,5,2,16
34,Bike,5,0,130.22,16,6,0,35
17,Van,5,0,11.0,1,6,0,15
37,Truck,8,0,146.14,18,3,2,26
25,Truck,4,0,181.57,6,0,1,27
76,Van,5,0,160.14,17,3,2,12
87,Car,8,1,118.85,12,4,0,42
86,Car,4,0,135.9,4,2,2,49
85,Car,4,0,198.09,17,1,0,47
27,Truck,7,0,22.68,22,5,2,26
57,EV,4,1,135.11,23,3,1,5
31,Truck,5,0,60.26,23,4,1,23
6,EV,5,0,129.82,15,6,0,45
91,Van,8,1,123.49,14,5,2,18
40,Bike,8,0,34.92,7,5,0,35
98,EV,4,0,45.32,14,1,1,47
12,Car,2,0,126.22,0,5,0,40
53,Truck,7,0,30.0,16,4,1,25
71,Van,2,0,56.71,14,5,0,11
10,Car,4,1,167.87,13,5,2,42
45,Van,4,0,68.78,13,3,1,15
17,Bike,2,0,100.17,9,3,0,31
26,Truck,7,0,188.52,1,6,1,23
85,Truck,2,0,49.29,5,2,2,25
92,Bike,8,0,80.98,16,0,1,34
62,Truck,5,1,123.26,4,4,2,25
46,EV,8,0,152.29,4,0,1,45
64,Van,5,1,180.82,14,0,2,17
2,Car,4,0,183.52,14,5,1,48
54,Bike,7,0,156.44,19,6,2,34
65,EV,2,0,49.52,10,1,0,45
51,Car,7,0,9.84,4,1,0,45
53,Car,2,0,79.84,0,5,1,45
36,Bike,8,0,32.6,10,6,2,31
26,EV,8,1,143.53,10,4,0,4
29,Car,2,0,133.92,5,0,1,40
21,Car,7,0,13.57,22,2,0,40
11,EV,2,0,168.14,7,6,2,40
40,Truck,4,0,53.5,1,0,1,26
11,Car,8,0,89.28,14,1,2,40
36,Van,4,0,135.25,22,0,2,15
59,EV,8,0,88.74,21,3,2,41
39,Car,8,1,91.05,8,3,0,45
99,Bike,5,1,17.8,14,2,1,35
54,Van,4,0,83.28,7,4,2,12
98,Car,4,0,154.15,15,0,0,47
55,Van,5,1,183.46,13,3,2,13
24,Van,7,0,85.63,14,4,0,16
22,Truck,4,0,87.6,19,6,1,23
69,Van,2,0,142.01,12,6,1,10
56,Truck,5,0,188.84,8,3,1,25
33,EV,4,0,57.08,0,4,1,44
36,Truck,7,0,90.83,5,4,2,28
20,Bike,4,0,160.21,7,3,0,38
83,Car,8,0,123.89,19,5,1,47
99,EV,2,1,26.56,17,1,2,7
81,EV,5,0,127.41,17,4,1,41
62,Bike,8,0,41.42,16,6,1,37
98,Truck,7,0,104.49,20,5,1,22
73,Car,8,1,108.18,15,0,0,45
26,Truck,8,1,175.86,12,5,0,29
66,Van,7,1,95.19,21,3,0,16
73,Truck,8,0,59.49,3,5,1,25
73,EV,5,1,50.04,3,1,2,5
40,Car,4,1,175.48,20,3,2,43
17,Truck,8,0,38.35,13,2,2,21
1,Car,5,0,88.04,4,0,1,48
89,Car,4,0,41.5,15,6,0,46
61,Van,4,1,155.79,13,2,2,16
43,Van,8,0,97.5,13,5,1,13
42,EV,5,0,73.47,13,4,1,44
25,Bike,8,1,75.41,23,5,2,35
39,Car,7,1,171.18,13,6,2,41
35,Bike,4,1,112.99,18,6,1,33
3,EV,8,1,144.98,2,4,2,4
44,Car,4,0,179.92,16,2,1,43
51,Car,5,1,180.84,13,2,2,46
94,Bike,2,0,69.06,9,4,0,36
98,Truck,8,1,190.73,12,1,1,26
12,Van,8,0,9.85,21,0,0,16
19,Truck,4,1,78.48,3,3,2,21
44,Bike,5,1,179.68,10,2,1,34
59,Van,7,1,58.55,14,0,2,19
49,Truck,5,0,58.25,14,3,1,21
61,Van,8,0,64.01,23,5,2,14
17,Car,7,1,124.4,1,3,0,45
74,Truck,5,0,90.47,10,2,0,22
57,Van,2,1,146.71,1,1,2,15
55,Van,4,0,179.51,22,1,0,14
47,Van,5,1,136.47,4,0,0,13
12,Truck,5,0,44.87,12,5,2,29
62,EV,2,1,186.87,0,0,1,9
80,Truck,8,1,56.58,6,4,2,27
88,Bike,4,0,34.23,6,1,1,36
83,Truck,5,0,22.54,9,0,0,20
8,Van,7,0,114.86,5,4,0,18
95,Car,5,0,27.18,19,5,0,48
21,Truck,4,0,32.06,11,6,0,25
81,Truck,5,1,63.51,12,3,0,26
87,Van,2,0,59.92,23,0,1,12
80,Car,5,0,122.83,10,4,1,44
70,Car,5,0,164.27,17,1,1,46
72,Bike,7,0,153.46,1,3,2,30
25,Truck,2,0,56.18,15,0,0,20
82,Car,2,1,52.84,1,1,0,44
89,Car,5,1,193.33,18,6,0,48
12,EV,7,0,6.61,5,3,2,46
15,EV,5,0,176.55,0,2,2,40
59,Car,5,1,43.95,10,1,2,44
26,Bike,4,0,189.72,17,2,0,37
26,Car,4,0,71.75,9,5,1,47
47,Van,7,0,90.87,17,0,2,11
32,Truck,8,0,142.89,0,6,2,26
10,Bike,4,1,119.6,18,4,1,39
16,Van,8,1,67.0,15,0,2,14
71,Bike,2,0,113.0,6,1,1,38
17,Van,4,0,147.49,14,2,0,12
23,Truck,4,1,13.26,0,2,1,20
26,Truck,7,1,7.18,22,3,1,23
85,EV,8,1,94.32,20,0,0,7
86,Van,4,1,30.71,8,0,2,10
7,EV,4,0,134.55,1,1,0,41
14,Van,7,1,46.74,16,2,2,14
79,EV,7,1,89.41,23,1,2,9
7,Truck,8,0,43.55,9,1,1,20
9,Bike,2,1,111.95,5,5,0,33
48,EV,2,0,27.63,4,2,1,42
72,Van,5,0,9.51,7,1,0,14
59,Van,4,0,14.97,7,2,0,14
87,Truck,8,0,191.08,4,1,1,29
93,Van,4,0,32.75,11,4,2,11
82,Car,8,0,143.15,6,1,2,44
95,Bike,8,0,18.25,12,1,0,38
94,EV,8,0,26.09,12,6,2,44
39,Bike,4,0,104.23,16,4,1,39
99,Truck,7,0,95.65,3,0,1,21
18,EV,4,1,190.56,17,2,1,7
59,EV,8,0,189.24,9,6,0,45
17,Car,5,0,157.02,2,3,0,46
14,Truck,2,1,122.41,11,4,2,27
31,Van,8,1,93.72,0,6,1,19
24,Car,5,1,74.45,10,0,1,44
99,Car,7,0,189.68,17,1,0,41
60,Bike,8,0,122.57,12,5,0,36
45,Bike,5,1,117.92,16,0,0,36
98,Bike,8,0,50.22,7,4,1,37
3,Car,4,0,14.11,19,5,1,46
37,Van,5,0,189.31,18,1,2,19
43,EV,4,1,66.18,16,0,1,7
40,Bike,4,0,91.3,1,3,2,38
90,Van,5,1,27.35,2,2,2,17
55,Truck,2,1,168.2,2,2,1,21
87,Bike,5,0,10.39,5,4,2,31
39,EV,2,1,167.63,9,6,2,7
15,Truck,8,1,32.36,23,1,0,29
4,Truck,8,1,177.88,21,1,1,29
93,EV,5,0,147.31,17,2,2,42
86,Bike,8,1,37.11,17,0,2,30
25,Car,7,0,115.33,13,1,2,48
13,EV,4,1,65.97,15,3,1,3
82,EV,4,0,39.76,6,3,0,40
33,EV,2,0,172.54,0,1,0,45
16,Truck,8,1,83.69,16,1,1,23
42,Van,2,1,82.72,22,2,1,10
66,Car,4,0,38.13,4,4,1,43
55,Bike,4,0,79.7,0,2,1,37
99,Bike,8,0,174.97,20,4,0,36
42,Van,7,1,75.81,16,3,2,10
34,EV,7,1,190.56,9,4,2,9
30,Car,8,1,189.53,11,2,1,45
13,Bike,8,0,33.26,19,1,1,31
13,Bike,2,0,39.58,1,4,2,32
18,EV,8,1,173.22,22,2,0,7
32,Van,7,1,81.59,15,3,1,12
96,Car,8,0,5.85,14,5,1,42
99,Van,2,1,58.41,12,4,0,14
39,Van,2,0,121.54,17,3,0,12
46,Car,2,0,160.86,19,3,0,42
29,Car,2,0,31.01,21,0,1,44
62,Bike,5,0,26.56,13,5,0,34
93,Bike,8,0,184.81,17,4,1,38
62,Car,4,0,151.47,1,2,1,40
57,Truck,8,0,120.01,1,4,0,20
16,Bike,5,1,154.99,2,4,2,38
56,Truck,2,0,88.63,4,5,0,24
10,Car,5,0,152.9,15,6,2,43
30,Bike,7,0,77.5,21,3,0,31
25,Van,7,0,52.6,14,3,0,18
84,Car,8,1,147.16,11,3,1,45
5,EV,8,0,86.84,8,3,1,48
65,Truck,4,1,196.37,13,5,1,24
94,Car,4,1,73.15,20,2,1,43
49,Car,7,0,184.74,15,1,1,46
3,Bike,2,0,186.93,10,0,1,34
45,Bike,5,0,52.16,5,6,1,37
14,Bike,4,0,160.65,9,6,2,37
30,EV,4,1,89.45,7,3,2,2
68,Bike,2,0,183.92,15,3,1,34
18,Car,2,0,92.77,2,0,2,49
62,Bike,8,0,150.14,1,3,0,37
37,Van,5,0,96.06,15,1,2,12
25,Bike,2,0,49.42,18,6,1,36
48,EV,4,0,43.87,8,4,2,42
65,Van,4,0,87.96,15,0,0,15
53,Car,7,0,152.32,21,6,2,41
79,Car,2,1,122.99,3,2,1,45
73,Truck,8,1,139.28,9,6,0,25
15,Van,5,0,60.05,18,0,0,17
49,Truck,8,0,98.88,12,1,2,24
88,Van,4,1,13.66,17,5,0,10
68,Van,8,0,164.42,14,2,0,17
12,EV,4,0,198.03,3,4,0,48
59,Truck,4,0,84.34,8,3,1,20
37,EV,4,1,7.14,3,0,0,5
61,Van,4,0,38.11,15,2,2,15
43,Car,4,1,132.24,20,0,2,43
70,Van,7,1,124.36,14,4,0,11
39,EV,8,1,158.63,23,0,2,5
56,Truck,7,1,54.51,1,6,0,23
63,Truck,7,0,153.91,13,6,2,26
46,EV,2,0,139.16,2,2,0,45
88,Truck,2,1,67.95,21,1,0,22
11,Bike,2,1,111.37,22,5,0,38
62,Car,5,0,33.72,3,2,1,43
77,Car,2,1,93.25,0,0,2,44
98,Car,8,0,176.83,22,4,0,42
25,Truck,7,0,87.13,8,6,1,27
71,Truck,8,0,168.72,16,3,1,26
52,Van,2,0,120.1,13,3,0,16
4,Van,5,0,42.42,16,4,0,17
59,Car,5,0,118.32,0,0,0,46
72,Bike,7,0,103.67,9,5,0,32
20,Van,8,0,82.74,22,4,0,12
93,Van,4,0,28.33,15,0,2,11
63,Truck,8,1,86.26,18,2,0,20
54,Bike,2,0,19.19,23,5,0,34
74,Car,4,0,24.26,2,1,2,43
98,Van,5,0,86.1,11,0,1,11
57,Bike,7,0,64.55,2,3,2,30
90,Bike,7,1,185.48,14,3,1,32
41,Car,5,0,78.26,16,6,1,45
3,Bike,2,1,152.78,17,5,2,31
6,Bike,5,0,108.4,6,1,0,39
5,Bike,2,0,142.3,18,0,1,36
5,Van,4,0,55.72,6,1,0,16
54,Car,5,0,188.67,4,6,2,42
47,Bike,2,0,108.37,7,2,1,30
87,Bike,4,0,167.11,20,1,0,38
49,Van,5,0,76.18,15,2,1,14
9,Car,7,0,24.54,15,3,1,41
99,Truck,5,1,136.37,18,2,2,27
20,Van,8,0,6.51,14,0,0,19
61,Car,5,0,97.68,6,5,0,49
35,Bike,8,0,42.6,4,5,1,33
50,Car,4,0,127.34,22,0,0,49
82,Car,5,0,195.99,10,0,1,46
62,Car,4,1,95.56,9,0,2,44
17,Truck,4,1,164.41,20,4,2,22
88,Car,2,0,104.02,22,6,0,49
3,Truck,4,0,101.69,8,2,2,27
32,Bike,4,0,186.43,0,0,2,31
99,Truck,5,1,178.54,19,5,0,20
13,Bike,5,0,158.23,0,1,1,34
89,Bike,7,0,62.77,7,1,2,33
73,Truck,2,0,111.28,2,4,0,29
68,Van,4,1,48.66,1,2,0,16
14,EV,2,0,91.56,3,2,0,48
98,Car,8,0,99.42,18,6,2,45
11,EV,4,1,167.17,10,2,2,1
56,Car,2,0,179.73,4,5,1,47
67,Car,7,1,85.85,23,5,1,41
92,Bike,7,0,8.45,9,6,1,33
29,Car,4,1,173.05,23,4,1,42
9,Car,8,1,38.98,22,2,1,45
67,Truck,7,0,126.27,7,2,1,21
25,EV,7,1,9.87,12,0,0,5
98,Truck,8,0,82.9,4,2,1,28
76,Car,2,1,197.26,11,5,2,42
42,Bike,7,0,24.64,12,0,1,31
9,Truck,5,1,87.62,21,0,2,21
79,Truck,7,0,64.89,7,2,1,28
40,Van,2,1,181.49,14,1,0,15
25,Car,2,0,174.52,12,3,0,41
5,Bike,4,1,51.35,0,5,2,32
11,Truck,5,1,20.83,21,1,1,20
59,Truck,2,0,127.29,5,2,0,21
98,Bike,8,1,70.59,10,2,0,31
88,Car,5,1,136.06,12,1,1,41
79,Van,5,0,11.26,20,2,2,16
38,Truck,8,0,31.01,19,5,2,22
72,Van,7,0,138.84,0,6,2,13
5,EV,8,0,46.41,10,0,0,41
48,Car,8,0,172.23,10,4,1,44
90,EV,7,0,16.43,7,2,0,48
18,EV,7,0,47.02,21,2,0,48
70,EV,7,0,199.72,2,1,0,46
37,Car,7,0,89.45,18,0,0,47
60,Car,7,1,142.08,11,1,1,44
48,Bike,8,1,40.62,5,6,0,34
77,Van,4,0,123.92,22,5,0,12
28,Van,4,1,146.59,7,1,2,15
69,Bike,2,1,66.32,4,2,0,30
77,Bike,4,1,166.63,9,0,1,32
81,EV,4,0,122.67,21,5,0,41
40,Bike,8,0,80.88,15,2,1,36
45,Truck,7,1,113.74,11,5,1,28
96,Van,7,1,117.47,16,2,1,13
62,Bike,8,1,37.28,5,2,2,36
93,Truck,4,1,83.53,8,2,2,27
58,Truck,8,0,71.97,9,4,0,29
67,Truck,2,0,83.18,19,3,0,21
56,Truck,7,0,153.42,13,0,0,26
40,EV,5,0,99.09,13,6,1,42
98,Truck,2,1,188.36,16,4,1,27
40,EV,2,0,62.27,15,3,1,45
91,EV,8,0,86.06,3,5,0,42
77,Truck,4,1,158.46,1,3,0,27
33,Van,7,0,111.47,15,3,0,12
6,Truck,5,1,111.67,0,4,0,28
88,Truck,2,1,15.4,2,0,2,22
19,Truck,5,0,82.73,22,1,2,20
80,Van,4,0,57.79,10,3,2,11
40,Car,4,0,199.87,15,1,0,43
92,Car,5,0,65.13,17,1,2,41
97,EV,7,0,177.48,14,2,2,43
59,EV,4,0,136.87,8,1,0,43
59,Van,5,1,71.48,11,5,2,13
48,Bike,2,0,110.99,17,5,0,30
41,Car,5,1,168.9,4,2,0,48
13,EV,5,0,177.26,23,0,0,49
45,Car,8,0,36.28,7,6,1,46
89,Van,4,1,71.22,2,0,0,11
53,Van,7,0,70.37,1,5,2,12
42,Bike,7,0,13.2,18,6,2,37
63,Bike,8,1,121.66,7,2,0,36
27,Van,7,1,171.69,1,0,1,13
38,EV,5,1,79.41,18,6,1,4
60,Car,8,0,149.31,0,6,1,48
7,Truck,2,0,127.4,21,3,2,24
5,Bike,4,1,78.25,12,0,1,34
45,Truck,4,1,32.51,22,2,1,26
58,EV,4,0,143.32,19,6,0,40
31,Bike,5,1,171.64,16,5,1,32
23,Truck,2,0,138.74,2,3,1,21
42,EV,8,0,8.49,8,1,1,49
10,Car,8,0,47.17,4,1,0,45
32,EV,4,0,18.55,5,1,0,45
53,Bike,2,0,116.23,3,5,1,39
30,Van,2,0,152.51,16,6,2,10
39,Car,2,0,26.56,20,2,2,45
31,Truck,7,1,168.48,20,1,0,29
82,Bike,7,1,113.32,20,0,1,31
2,Van,4,1,139.54,15,1,2,13
78,EV,2,1,194.42,15,6,1,6
77,Van,2,0,21.32,21,4,0,12
93,Bike,8,0,180.74,10,5,2,32
12,Bike,8,1,29.59,1,4,0,32
39,Van,4,0,81.63,16,1,1,13
66,EV,2,0,171.03,14,6,0,48
96,Van,4,0,181.72,17,1,0,13
13,Bike,8,1,103.74,9,4,0,33
46,Bike,8,0,120.85,5,6,0,33
27,Truck,7,1,143.09,20,5,2,26
17,Truck,4,0,167.39,15,5,1,24
95,Car,4,1,28.69,4,1,2,41
98,Bike,2,1,162.96,11,5,1,36
60,Truck,2,1,98.85,5,3,1,22
64,Van,7,0,92.87,13,6,1,10
88,EV,5,0,87.66,22,6,1,48
35,Van,5,1,104.3,15,5,1,14
70,EV,5,0,189.28,6,6,2,49
83,Truck,4,0,111.9,1,4,1,20
30,Car,4,0,190.87,5,2,0,40
71,Van,8,1,40.16,8,4,2,10
74,Van,4,0,146.21,6,0,2,18
96,Van,4,1,163.39,1,3,1,17
98,EV,4,0,137.43,18,2,0,45
63,Truck,7,0,123.35,7,1,0,29
28,Van,4,1,115.14,10,6,1,15
60,Van,2,0,172.88,3,0,1,15
79,Car,2,0,165.22,15,0,0,43
94,Car,8,1,28.85,17,3,2,44
37,Truck,7,1,170.47,12,2,2,29
93,Truck,2,0,85.74,4,0,1,22
22,Bike,7,1,54.47,1,2,2,32
68,Car,7,1,174.6,10,2,2,49
20,Bike,8,1,89.24,0,5,0,36
96,EV,7,0,162.63,12,0,2,44
68,Bike,4,0,56.36,4,2,0,37
91,Van,7,1,5.77,17,3,1,14
64,Bike,8,1,101.61,13,0,1,33
17,Truck,8,0,24.54,12,3,0,22
12,EV,8,0,152.1,6,3,0,41
22,Van,2,0,58.83,7,2,1,12
17,Bike,4,0,91.51,17,2,0,36
10,EV,2,0,21.97,6,5,1,47
65,EV,5,0,60.9,19,6,1,44
22,Van,4,1,157.39,16,5,1,10
90,Bike,7,0,34.56,15,0,1,32
82,EV,8,1,131.2,10,5,1,4
50,EV,5,0,183.9,18,1,1,49
14,Car,4,0,137.57,0,0,2,43
64,EV,2,0,163.15,20,3,2,40
47,Car,8,0,26.25,7,5,1,49
29,Bike,2,1,53.89,0,5,2,38
76,Bike,4,1,179.44,8,6,0,39
36,Bike,4,0,144.45,18,5,0,33
99,Truck,5,0,129.71,20,2,1,21
52,Bike,7,0,134.43,8,3,2,38
76,EV,2,1,85.77,20,5,0,4
7,Van,5,1,13.69,9,4,0,13
29,Car,8,0,157.97,23,4,0,45
11,Truck,7,1,137.35,22,3,0,27
33,Bike,5,1,97.2,10,5,2,34
6,Bike,2,0,180.45,0,6,0,37
79,Van,4,0,70.55,19,1,0,10
32,Van,8,1,62.39,7,6,0,13
51,Truck,2,1,175.2,19,1,1,20
75,Car,7,0,160.41,11,0,0,42
58,Bike,7,0,105.42,0,0,0,36
87,Truck,4,0,30.49,9,6,2,20
26,EV,4,0,46.94,3,5,0,44
98,EV,8,1,132.96,14,6,0,1
46,Truck,8,0,80.08,18,0,0,25
98,Bike,4,1,168.11,5,2,1,38
29,Truck,4,1,190.24,4,1,2,22
4,Bike,7,0,162.1,4,3,2,35
81,Van,4,0,78.62,17,6,1,13
99,Truck,5,0,158.79,2,5,1,25
13,Bike,2,1,73.53,21,5,2,31
39,Truck,4,0,37.58,1,4,0,23
15,Truck,8,1,11.51,3,1,2,26
29,Bike,5,1,80.21,17,1,1,35
29,Bike,8,0,181.19,8,1,0,38
75,Car,5,1,51.6,18,6,2,46
32,Truck,4,1,45.27,9,0,0,20
2,EV,2,0,194.12,21,2,0,45
47,Truck,8,0,9.88,14,6,1,22
78,Truck,5,1,158.23,0,3,2,27
84,Bike,7,1,67.67,10,0,1,30
22,Truck,4,0,12.31,13,6,2,29
75,Truck,2,0,183.97,9,2,2,21
27,EV,4,0,32.23,18,1,0,42
67,Bike,7,1,112.6,23,2,0,32
81,Truck,2,0,58.44,20,0,0,26
56,Van,7,0,17.71,15,6,1,17
92,Car,4,1,14.73,7,1,0,48
93,EV,5,0,27.53,1,6,1,46
21,Truck,4,1,18.92,22,0,0,27
47,Van,4,0,153.31,6,3,1,15
80,Truck,4,1,99.69,18,1,2,21
59,Truck,8,0,71.86,6,2,1,20
84,Bike,7,1,86.58,14,0,1,32
6,Bike,7,1,186.14,7,4,1,38
19,Bike,7,0,182.6,13,2,2,36
57,Van,8,0,144.56,0,2,1,11
69,Truck,5,0,177.51,12,1,2,20
3,Car,4,0,67.33,2,6,0,41
1,EV,5,1,79.32,20,5,0,3
58,Bike,8,1,124.67,5,2,2,35
38,Bike,7,0,126.61,18,0,1,38
15,Truck,4,1,98.93,14,4,0,27
34,Truck,2,1,83.13,3,3,1,29
61,Van,2,1,197.31,20,4,1,18
35,Van,5,0,165.12,2,0,2,17
64,Bike,7,0,89.82,3,1,0,36
25,Truck,2,0,146.82,4,0,2,25
24,Car,5,0,57.56,17,5,2,47
12,EV,8,0,24.53,9,5,2,45
18,Truck,5,0,73.72,7,5,2,21
15,Truck,5,0,83.58,11,2,1,28
80,Van,5,1,8.22,21,1,0,18
27,EV,4,0,163.88,2,6,0,42
72,Bike,5,0,75.04,17,5,0,38
60,Truck,5,0,118.18,22,6,1,21
46,Bike,4,0,19.42,7,3,1,32
89,Truck,4,0,39.12,0,3,2,25
17,Bike,8,0,178.49,13,6,2,33
93,EV,7,0,123.69,21,0,2,47
53,Van,2,0,190.31,22,5,2,10
8,EV,2,0,199.76,12,2,0,45
79,Car,5,0,77.51,11,3,2,41
27,Van,8,1,63.27,2,4,1,15
46,EV,5,0,172.38,17,1,1,40
50,Car,2,0,199.73,20,4,1,41
71,Truck,4,0,127.78,12,6,2,28
3,Truck,7,0,160.05,14,3,0,25
93,Bike,8,0,157.44,9,3,0,37
64,Van,4,0,74.29,0,0,2,16
44,Truck,7,1,116.98,5,0,2,28
53,Van,8,0,167.45,8,5,1,18
24,Truck,8,0,139.18,9,6,1,23
60,Bike,2,1,9.13,14,1,0,36
3,EV,4,1,70.66,8,5,1,5
20,Bike,8,0,33.17,22,0,1,36
46,Car,8,0,50.43,13,2,2,43
15,Truck,7,0,181.57,10,1,0,29
25,Car,2,0,12.19,6,2,2,40
94,Car,5,0,47.86,23,5,0,43
78,Van,2,0,65.37,1,0,2,19
71,Truck,5,1,125.29,13,1,0,22
17,Car,4,0,109.15,5,5,1,48
84,EV,4,0,47.56,4,3,0,44
9,Car,8,0,37.03,4,5,0,43
